title,author,year,day_in_year,pubdate,genre,country,in_links,article_length,page_url
Cry Wolf,Wilbur Smith,1976,28,1976,Fiction,South Africa,55,2136,https://en.wikipedia.org/wiki/Cry_Wolf_(novel)
The Dark Side of the Sun,Terry Pratchett,1976,26,26 Jan 1976,Science fiction,United Kingdom,126,2703,https://en.wikipedia.org/wiki/The_Dark_Side_of_the_Sun
A Demon in My View,Ruth Rendell,1976,124,3 May 1976,"Crime; ,; Mystery Novel",United Kingdom,116,3535,https://en.wikipedia.org/wiki/A_Demon_in_My_View
Doctor on the Job,Richard Gordon,1976,28,1976,Comedy,United Kingdom,38,1099,https://en.wikipedia.org/wiki/Doctor_on_the_Job
The Doctor's Wife,Brian Moore,1976,28,1976,novel,,43,1627,https://en.wikipedia.org/wiki/The_Doctor%27s_Wife_(Moore_novel)
Don't Bite the Sun,Tanith Lee,1976,28,1976,"Science fiction; ,; Utopian fiction; ,; Dystopian fiction",United Kingdom,53,4687,https://en.wikipedia.org/wiki/Don%27t_Bite_the_Sun
"Found, Lost, Found",J. B. Priestley,1976,28,1976,Comedy,United Kingdom,55,1864,"https://en.wikipedia.org/wiki/Found,_Lost,_Found"
The Four Swans,Winston Graham,1976,28,1976,,Cornwall,7,2591,https://en.wikipedia.org/wiki/The_Four_Swans
The Garments of Caean,Barrington J. Bayley,1976,59,February 1976,Science fiction,United Kingdom,27,1473,https://en.wikipedia.org/wiki/The_Garments_of_Caean
The Golden Gate,Alistair MacLean,1976,28,1976,Thriller novel,United Kingdom,71,2418,https://en.wikipedia.org/wiki/The_Golden_Gate_(MacLean_novel)
Henry and Cato,Iris Murdoch,1976,28,1976,,United Kingdom,39,3879,https://en.wikipedia.org/wiki/Henry_and_Cato
The King's Damosel,Vera Chapman,1976,28,1976,Arthurian legend; Fantasy,United Kingdom,23,1663,https://en.wikipedia.org/wiki/The_King%27s_Damosel
Last Day in Limbo,Peter O'Donnell,1976,127,6 May 1976,Spy novel,United Kingdom,28,1551,https://en.wikipedia.org/wiki/Last_Day_in_Limbo
Last Seen Wearing,Colin Dexter,1976,119,April 1976,crime novel,United Kingdom,42,2020,https://en.wikipedia.org/wiki/Last_Seen_Wearing_(Dexter_novel)
Nebula Maker,Olaf Stapledon,1976,28,1976,"Science fiction; ,; Novel",United Kingdom,19,1828,https://en.wikipedia.org/wiki/Nebula_Maker
"Not a Penny More, Not a Penny Less",Jeffrey Archer,1976,28,1976,,UK,61,1929,"https://en.wikipedia.org/wiki/Not_a_Penny_More,_Not_a_Penny_Less"
Power of Three,Diana Wynne Jones,1976,28,1976,Children's; fantasy novel,United Kingdom,47,2084,https://en.wikipedia.org/wiki/Power_of_Three_(novel)
Renegade of Kregen,Kenneth Bulmer,1976,28,1976,Sword and planet,United States,18,2452,https://en.wikipedia.org/wiki/Renegade_of_Kregen
Rising,R. C. Hutchinson,1976,28,1976,Novel,United Kingdom,9,809,https://en.wikipedia.org/wiki/Rising_(novel)
Sadler's Birthday,Rose Tremain,1976,28,1976,,United Kingdom,8,598,https://en.wikipedia.org/wiki/Sadler%27s_Birthday
The Saint and the Hapsburg Necklace,"Christopher Short; , based on characters by; Leslie Charteris",1976,28,1976,Mystery novel,United Kingdom,101,2111,https://en.wikipedia.org/wiki/The_Saint_and_the_Hapsburg_Necklace
Simon and the Witch,Margaret Stuart Barry,1976,236,23 August 1976,Children's; fantasy,United Kingdom,35,1290,https://en.wikipedia.org/wiki/Simon_and_the_Witch
The Space Vampires,Colin Wilson,1976,28,1976,Science fiction,United Kingdom,30,1843,https://en.wikipedia.org/wiki/The_Space_Vampires
A Stitch in Time,Penelope Lively,1976,28,1976,,United Kingdom,9,885,https://en.wikipedia.org/wiki/A_Stitch_in_Time_(Lively_novel)
Storm Warning,Jack Higgins,1976,222,9 August 1976,Thriller; &; War novel,United Kingdom,7,1043,https://en.wikipedia.org/wiki/Storm_Warning_(Higgins_novel)
The Story of the Weasel,Carolyn Slaughter,1976,1,1976 (UK) 1977 (US),,United Kingdom,12,981,https://en.wikipedia.org/wiki/The_Story_of_the_Weasel
The Sun Chemist,Lionel Davidson,1976,28,1976,,United Kingdom,12,566,https://en.wikipedia.org/wiki/The_Sun_Chemist
The Survivor,James Herbert,1976,28,1976,Horror,Great Britain,24,1075,https://en.wikipedia.org/wiki/The_Survivor_(Herbert_novel)
The Takeover,Muriel Spark,1976,28,1976,,United Kingdom,38,1652,https://en.wikipedia.org/wiki/The_Takeover_(novel)
Thunder and Lightnings,Jan Mark,1976,119,April 1976,Children's; realist novel,United Kingdom,19,1089,https://en.wikipedia.org/wiki/Thunder_and_Lightnings
The Tides of Kregen,Kenneth Bulmer,1976,28,1976,Sword and planet,United States,18,2934,https://en.wikipedia.org/wiki/The_Tides_of_Kregen
Touch Not the Cat,Mary Stewart,1976,28,1976,,United Kingdom,43,2281,https://en.wikipedia.org/wiki/Touch_Not_the_Cat
Waiting for Sheila,John Braine,1976,28,1976,Drama,United Kingdom,15,733,https://en.wikipedia.org/wiki/Waiting_for_Sheila
The Widower's Son,Alan Sillitoe,1976,28,1976,Drama,United Kingdom,5,568,https://en.wikipedia.org/wiki/The_Widower%27s_Son
Wilt,Tom Sharpe,,1,Secker & Warburg,Comedic novel,,43,1421,https://en.wikipedia.org/wiki/Wilt_(novel)
ABBA ABBA,Anthony Burgess,1977,148,May 1977,Historical novel,United Kingdom,56,1609,https://en.wikipedia.org/wiki/ABBA_ABBA
Bernard the Brave,Margery Sharp,1977,28,1977,Children's novel,United Kingdom,17,1474,https://en.wikipedia.org/wiki/Bernard_the_Brave
The Big Footprints,Hammond Innes,1977,28,1977,Thriller,United Kingdom,5,625,https://en.wikipedia.org/wiki/The_Big_Footprints
Blackstone on Broadway,Derek Lambert,1977,28,1977,Historical thriller,United Kingdom,5,837,https://en.wikipedia.org/wiki/Blackstone_on_Broadway
The Book of Merlyn (Once and Future King),T. H. White,1977,28,1977,Fantasy,,43,1391,https://en.wikipedia.org/wiki/The_Book_of_Merlyn
The Caves of Drach,Hugh Walters,1977,28,1977,Science fiction; novel,United Kingdom,29,1229,https://en.wikipedia.org/wiki/The_Caves_of_Drach
Charmed Life,Diana Wynne Jones,1977,28,1977,Children's; fantasy novel,United Kingdom,62,3101,https://en.wikipedia.org/wiki/Charmed_Life_(novel)
Colossus and the Crab,Dennis Feltham Jones,1977,28,1977,Science fiction,United Kingdom,14,1156,https://en.wikipedia.org/wiki/Colossus_and_the_Crab
The Condition ofMuzak,Michael Moorcock,1977,28,1977,Literary fiction,United Kingdom,122,2108,https://en.wikipedia.org/wiki/The_Condition_of_Muzak
The Cornelius Quartet,Michael Moorcock,1977,28,1977,Literary fiction,United States,19,1690,https://en.wikipedia.org/wiki/The_Cornelius_Quartet
Daniel Martin,John Fowles,1977,301,Oct 1977,Bildungsroman,United Kingdom,30,1591,https://en.wikipedia.org/wiki/Daniel_Martin_(novel)
Death of an Expert Witness,P. D. James,1977,28,1977,"Crime; ,; mystery",United Kingdom,63,1940,https://en.wikipedia.org/wiki/Death_of_an_Expert_Witness
A Dream of Wessex,Christopher Priest,1977,28,1977 (|Faber and Faber|),Science fiction,United Kingdom,19,1634,https://en.wikipedia.org/wiki/A_Dream_of_Wessex
Drowned Ammet,Diana Wynne Jones,1977,28,1977,"Fantasy; ,; High Fantasy; ,; Children's Literature",Britain,50,2167,https://en.wikipedia.org/wiki/Drowned_Ammet
Empty World,John Christopher,1977,1,29 September 1977 (UK)|20 March 1978 (US),Post-apocalyptic,United Kingdom,27,2832,https://en.wikipedia.org/wiki/Empty_World
The Enemy,Desmond Bagley,1977,28,1977,Thriller novel,United Kingdom,30,990,https://en.wikipedia.org/wiki/The_Enemy_(Bagley_novel)
Firefox,Craig Thomas,1977,220,8 August 1977,Techno-thriller; novel,United Kingdom,35,2273,https://en.wikipedia.org/wiki/Firefox_(novel)
Flashman's Lady,George MacDonald Fraser,1977,28,1977,Historical novel,United Kingdom,62,2545,https://en.wikipedia.org/wiki/Flashman%27s_Lady
The Glimpses of the Moon,Edmund Crispin,1977,28,1977,Detective,United Kingdom,11,651,https://en.wikipedia.org/wiki/The_Glimpses_of_the_Moon_(Crispin_novel)
The Golden Child,Penelope Fitzgerald,2024,1,1977|[1],,United Kingdom,18,2117,https://en.wikipedia.org/wiki/The_Golden_Child_(novel)
Goodbye California,Alistair MacLean,1978,28,1978,Thriller novel,United Kingdom,61,1828,https://en.wikipedia.org/wiki/Goodbye_California
The Grand Wheel,Barrington J. Bayley,1977,240,August 1977,Science fiction,United Kingdom,23,979,https://en.wikipedia.org/wiki/The_Grand_Wheel
The Great Pursuit,Tom Sharpe,1977,28,1977,Humour/satire,United Kingdom,32,1646,https://en.wikipedia.org/wiki/The_Great_Pursuit
The Honourable Schoolboy,John le Carré,1977,28,1977,Spy fiction,United Kingdom,139,4618,https://en.wikipedia.org/wiki/The_Honourable_Schoolboy
The Horror at Oakdeene,,,1,The Horror at Oakdeene and Others,,United Kingdom,3,855,https://en.wikipedia.org/wiki/The_Horror_at_Oakdeene
The Incandescent Ones,Fred; and; Geoffrey Hoyle,1977,148,May 1977,Science fiction,United Kingdom,7,1452,https://en.wikipedia.org/wiki/The_Incandescent_Ones
Injury Time,Beryl Bainbridge,1977,28,1977,,United Kingdom,31,977,https://en.wikipedia.org/wiki/Injury_Time_(novel)
The Invisible Victory,Richard Gordon,1977,28,1977,Thriller,United Kingdom,5,615,https://en.wikipedia.org/wiki/The_Invisible_Victory
"James Bond, The Spy Who Loved Me",Christopher Wood,1977,28,1977,Spy fiction,United Kingdom,109,3295,"https://en.wikipedia.org/wiki/James_Bond,_The_Spy_Who_Loved_Me"
The Judas Pair,Jonathan Gash,1977,28,1977,Crime novel,United Kingdom,10,1139,https://en.wikipedia.org/wiki/The_Judas_Pair
A Judgement in Stone,Ruth Rendell,1977,122,2 May 1977,"Crime; ,; Mystery novel",United Kingdom,80,1881,https://en.wikipedia.org/wiki/A_Judgement_in_Stone
Krozair of Kregen,Kenneth Bulmer,1977,28,1977,Sword and planet,United States,18,2624,https://en.wikipedia.org/wiki/Krozair_of_Kregen
Laidlaw,William McIlvanney,1977,28,1977,crime fiction,Scotland,28,1088,https://en.wikipedia.org/wiki/Laidlaw_(novel)
Last Ditch,Ngaio Marsh,1977,28,1977,Detective fiction,,41,1104,https://en.wikipedia.org/wiki/Last_Ditch
The Mauritius Command,Patrick O'Brian,1977,28,1977,Historical novel,United Kingdom,109,7510,https://en.wikipedia.org/wiki/The_Mauritius_Command
A Morbid Taste for Bones,Ellis Peters,1977,28,1977,Historical mystery,United Kingdom,58,7256,https://en.wikipedia.org/wiki/A_Morbid_Taste_for_Bones
Ordinary Jack,Helen Cresswell,1977,28,1977,Children's novel,United Kingdom,12,782,https://en.wikipedia.org/wiki/Ordinary_Jack
The Passion of New Eve,Angela Carter,1977,28,1977,"Magic realism; ,; post-feminism",United Kingdom,42,2425,https://en.wikipedia.org/wiki/The_Passion_of_New_Eve
The Plague Dogs,Richard Adams,1977,265,22 September 1977,"Adventure fiction; ,; science fiction; ,; thriller fiction",United Kingdom,32,3961,https://en.wikipedia.org/wiki/The_Plague_Dogs_(novel)
Quartet in Autumn,Barbara Pym,1977,244,1 September 1977,,United Kingdom,32,2257,https://en.wikipedia.org/wiki/Quartet_in_Autumn
The Right-Hand Man,K. M. Peyton,1977,28,1977,Children's novel,United Kingdom,23,1045,https://en.wikipedia.org/wiki/The_Right-Hand_Man
The Road to Lichfield,Penelope Lively,1977,28,1977,,,10,647,https://en.wikipedia.org/wiki/The_Road_to_Lichfield
Seawitch,Alistair MacLean,1977,28,1977,Thriller novel,United Kingdom,57,1679,https://en.wikipedia.org/wiki/Seawitch
Send No More Roses,Eric Ambler,1977,28,1977,,United Kingdom,8,462,https://en.wikipedia.org/wiki/Send_No_More_Roses
The Silent World of Nicholas Quinn,Colin Dexter,1977,125,5 May 1977,crime novel,United Kingdom,43,1686,https://en.wikipedia.org/wiki/The_Silent_World_of_Nicholas_Quinn
The Slave Girl,Buchi Emecheta,1977,28,1977 (hardback),Historical fiction,United Kingdom,18,1158,https://en.wikipedia.org/wiki/The_Slave_Girl_(1977_novel)
Staying On,Paul Scott,1977,28,1977,,,170,3016,https://en.wikipedia.org/wiki/Staying_On
"Sun Horse, Moon Horse",Rosemary Sutcliff,1977,28,1977,Historical novel,United Kingdom,39,1981,"https://en.wikipedia.org/wiki/Sun_Horse,_Moon_Horse"
Sunset at Blandings,P. G. Wodehouse,1977,321,17 November 1977,,United Kingdom,225,3415,https://en.wikipedia.org/wiki/Sunset_at_Blandings
This Sweet and Bitter Earth,Alexander Cordell,1977,28,1977,,United Kingdom,7,1678,https://en.wikipedia.org/wiki/This_Sweet_and_Bitter_Earth
The Turbulent Term of Tyke Tiler,Gene Kemp,1977,38,7 February 1977,"Children's; adventure novel; , day school story, comedy",United Kingdom,45,5126,https://en.wikipedia.org/wiki/The_Turbulent_Term_of_Tyke_Tiler
Absolute Zero,Helen Cresswell,1978,28,1978,"Children's literature; , humour",United Kingdom,13,1080,https://en.wikipedia.org/wiki/Absolute_Zero_(novel)
The Blackheath Poisonings,Julian Symons,1978,28,1978,Historical mystery,United Kingdom,8,835,https://en.wikipedia.org/wiki/The_Blackheath_Poisonings
The Bookshop,Penelope Fitzgerald,1978,28,1978,,United Kingdom,35,1768,https://en.wikipedia.org/wiki/The_Bookshop
Breaktime,Aidan Chambers,1978,28,1978,Young adult novel,United Kingdom,14,884,https://en.wikipedia.org/wiki/Breaktime_(novel)
The Castle of Dark,Tanith Lee,1978,28,1978,Fantasy,,9,812,https://en.wikipedia.org/wiki/The_Castle_of_Dark
The Cement Garden,Ian McEwan,1978,28,1978,,United Kingdom,62,2937,https://en.wikipedia.org/wiki/The_Cement_Garden
The Chelsea Murders,Lionel Davidson,1978,28,1978,Thriller,United Kingdom,53,2053,https://en.wikipedia.org/wiki/The_Chelsea_Murders
Countess,Josephine Edgar,1978,28,"1978 |
|Macdonald & J.|(UK)|
|St. Martin's Press| (US)|
",Historical romance,England,6,881,https://en.wikipedia.org/wiki/Countess_(novel)
Desolation Island,Patrick O'Brian,1978,28,1978,Historical novel,United Kingdom,72,4771,https://en.wikipedia.org/wiki/Desolation_Island_(novel)
Dragon's Claw,Peter O'Donnell,1978,278,5 October 1978,Spy novel,United Kingdom,24,1341,https://en.wikipedia.org/wiki/Dragon%27s_Claw
The Exeter Blitz,David Rees,1978,28,1978,"Children's; historical novel,; war novel",United Kingdom,10,1776,https://en.wikipedia.org/wiki/The_Exeter_Blitz
Eye of the Needle,Kenneth Martin Follett,1978,148,May 1978,Thriller; Historical Fiction; Spy fiction; War story,United Kingdom,60,2759,https://en.wikipedia.org/wiki/Eye_of_the_Needle_(novel)
The Far Pavilions,M. M. Kaye,1978,271,September 1978,,,100,2539,https://en.wikipedia.org/wiki/The_Far_Pavilions
Flyaway,Desmond Bagley,1978,28,1978,Thriller novel,United Kingdom,28,1110,https://en.wikipedia.org/wiki/Flyaway_(novel)
The Genesis Machine,James P. Hogan,1978,118,April 1978,Science fiction,United States,10,762,https://en.wikipedia.org/wiki/The_Genesis_Machine
Getting Free,Nigel Hinton,1978,28,1978,Teenage fiction,United Kingdom,33,1628,https://en.wikipedia.org/wiki/Getting_Free
Gloriana,Michael Moorcock,1978,28,1978,Fantasy novel,United Kingdom,183,4287,https://en.wikipedia.org/wiki/Gloriana_(novel)
Grave Mistake,Ngaio Marsh,1978,28,1978,Detective fiction,,43,1852,https://en.wikipedia.org/wiki/Grave_Mistake
The Human Factor,Graham Greene,1978,28,1978,Novel,United Kingdom,95,2273,https://en.wikipedia.org/wiki/The_Human_Factor_(novel)
Hungry as the Sea,Wilbur Smith,1978,28,1978,,South Africa,52,1271,https://en.wikipedia.org/wiki/Hungry_as_the_Sea
The Last Disaster,Hugh Walters,1978,28,1978,Science fiction; novel,United Kingdom,32,1310,https://en.wikipedia.org/wiki/The_Last_Disaster
The Last Sherlock Holmes Story,Michael Dibdin,1978,28,1978,Mystery novels,,234,4062,https://en.wikipedia.org/wiki/The_Last_Sherlock_Holmes_Story
Livia,Lawrence Durrell,1978,28,1978,,United Kingdom,23,2678,https://en.wikipedia.org/wiki/Livia_(novel)
The Master Mariner,Nicholas Monsarrat,1978,28,1978,Historical fiction,United Kingdom,4,3564,"https://en.wikipedia.org/wiki/The_Master_Mariner,_Book_1:_Running_Proud"
The Murderer,Roy Heath,1978,28,1978,,UK,13,1755,https://en.wikipedia.org/wiki/The_Murderer_(novel)
The Night of Kadar,Garry Kilworth,1978,28,1978,Science fiction,United Kingdom,11,1294,https://en.wikipedia.org/wiki/The_Night_of_Kadar
Night's Master,Tanith Lee,1978,28,1978,Fantasy,United States,39,2026,https://en.wikipedia.org/wiki/Night%27s_Master
One Corpse Too Many,Ellis Peters,1979,28,1979,Mystery novel,,40,5681,https://en.wikipedia.org/wiki/One_Corpse_Too_Many
A Piece of the Night,Michèle Roberts,1978,28,1978,,United Kingdom,17,634,https://en.wikipedia.org/wiki/A_Piece_of_the_Night
A Pinch of Snuff,Reginald Hill,1978,59,February 1978,crime novel,United Kingdom,23,1486,https://en.wikipedia.org/wiki/A_Pinch_of_Snuff_(novel)
The Revenge of Dracula,Peter Tremayne,1978,28,1978,Horror,United Kingdom,248,3556,https://en.wikipedia.org/wiki/The_Revenge_of_Dracula
A Rose Beyond the Thames,Michael de Larrabeiti,1978,236,24 August 1978,Autobiographical novel,United Kingdom,11,528,https://en.wikipedia.org/wiki/A_Rose_Beyond_the_Thames
The Saint Peter's Plot,Derek Lambert,1978,28,1978,Thriller,United Kingdom,5,611,https://en.wikipedia.org/wiki/The_Saint_Peter%27s_Plot
"The Sea, the Sea",Iris Murdoch,1978,28,1978,philosophical novel,United Kingdom,209,3218,"https://en.wikipedia.org/wiki/The_Sea,_the_Sea"
The Singapore Grip,J. G. Farrell,1978,28,1978,British colonial fiction; Postcolonial literature,United Kingdom,23,1279,https://en.wikipedia.org/wiki/The_Singapore_Grip
A Sleeping Life,Ruth Rendell,1978,128,8 May 1978,Crime novel,United Kingdom,75,2001,https://en.wikipedia.org/wiki/A_Sleeping_Life
The Spear,James Herbert,1978,1,"January 1, 1978",,,20,1108,https://en.wikipedia.org/wiki/The_Spear_(novel)
SS-GB,Len Deighton,1978,236,24 August 1978,Alternate history,United Kingdom,105,4406,https://en.wikipedia.org/wiki/SS-GB
Success,Martin Amis,1978,28,1978,,England,40,1583,https://en.wikipedia.org/wiki/Success_(novel)
The Sweet Dove Died,Barbara Pym,1978,28,1978 (1st edition),,United Kingdom,25,2297,https://en.wikipedia.org/wiki/The_Sweet_Dove_Died
The Third World War and The Third World War: The Untold Story,Sir John Hackett,1978,1,1978 and 1982,War novel,United Kingdom,36,2821,https://en.wikipedia.org/wiki/The_Third_World_War_(Hackett_novels)
The Voyage of QV66,Penelope Lively,1978,28,1978,Children's novel,United Kingdom,11,942,https://en.wikipedia.org/wiki/The_Voyage_of_QV66
The Wicker Man,Robin Hardy; and; Anthony Shaffer,1978,148,May 1978,Horror,United Kingdom,37,1585,https://en.wikipedia.org/wiki/The_Wicker_Man_(novel)
The Animals of Farthing Wood,Colin Dann,1979,316,12 November 1979,"Children's; ,; Fantasy novel",United Kingdom,92,1428,https://en.wikipedia.org/wiki/The_Animals_of_Farthing_Wood
A Bend in the River,V. S. Naipaul,1979,148,May 1979,,Trinidad and Tobago,73,3828,https://en.wikipedia.org/wiki/A_Bend_in_the_River
The Bitch,Jackie Collins,1979,28,1979,Fiction,England,32,952,https://en.wikipedia.org/wiki/The_Bitch_(novel)
The Blue Aura,Hugh Walters,1979,28,1979,,,30,1216,https://en.wikipedia.org/wiki/The_Blue_Aura
The Cater Street Hangman,Anne Perry,1979,28,1979,Crime fiction,United Kingdom,128,1993,https://en.wikipedia.org/wiki/The_Cater_Street_Hangman
Close to Home,Deborah Moggach,1979,28,1979,,United Kingdom,13,925,https://en.wikipedia.org/wiki/Close_to_Home_(novel)
The Dark Triangle,Hugh Walters,1979,28,1979,Science fiction; novel,United Kingdom,31,1209,https://en.wikipedia.org/wiki/The_Dark_Triangle
Darkness Visible,William Golding,1979,28,1979,,UK,33,1000,https://en.wikipedia.org/wiki/Darkness_Visible_(novel)
Death's Master,Tanith Lee,1979,28,1979,Fantasy,United States,39,1931,https://en.wikipedia.org/wiki/Death%27s_Master
The Devil's Alternative,Frederick Forsyth,1979,28,1979,Thriller,United Kingdom,50,2270,https://en.wikipedia.org/wiki/The_Devil%27s_Alternative
Doctor in the Nest,Richard Gordon,1979,28,1979,Comedy,United Kingdom,36,1093,https://en.wikipedia.org/wiki/Doctor_in_the_Nest
Down to a Sunless Sea,David Graham,1979,28,1979 (UK),Science fiction; novel,United Kingdom,11,1498,https://en.wikipedia.org/wiki/Down_to_a_Sunless_Sea_(Graham_novel)
Electric Forest,Tanith Lee,1979,28,1979,Sci-fi,UK,38,1421,https://en.wikipedia.org/wiki/Electric_Forest_(novel)
